text,label,summary
submit relevant contract work order of Oil Gas Pipelines works in Bangladesh Salary has to be received through bank Please submit bank account statements of few months so that it can be understood that the salary has been received through bank please submit bank statement with proper endorsement of bank authority. Also explain why the applicant doesn t have any banking transaction in the considered period. 1. please answer the query of the work permit cancellation application. 2. Also please submit job advertisements in at least 02 national newspapers and on 01 online job site as per BIDA guideline please submit a clear copy of account statement with endorsement of bank officials please explain why the company is hiring Stringing Tools Mechanics from abroad Foreign Junior Officer has been working since 2018. BIDA will request the PGCB to provide a reasonable explanation along with necessary documents if any as to why a foreign junior officer should be appointed and his work permit should be extended. The letter submitted in document 5 should come to BIDA through official channel please explain what machine does he repair.,Shortfall,
Land value does not match with the Land deed at section 6 of the Application Please Submit the TAX clearance certificate Provide us the NOC from Fire and Environment A. Please see the BIDA guideline 2023 at the following link https bida.gov.bd storage app media pdf Guideline2023.pdf B. Kindly fulfill the recruitment process properly as per the BIDA guideline page 22 . and then resubmit the application. C. Please submit copies of the published advertisement of as per the Guideline at least 2 two widely circulated Bangladeshi national dailies and 01 one job related Bangladeshi website. D. Office address does not match the BIDA registration. Note Please follow the above observation and resubmit the application properly. The application processing is a fully automatic and online process. If you have any confusion about the observations or the next course of action you may call OR mail for clarifications. Physical visits are generally discouraged to maintain neutrality and transparency of decisions. Land value does not match with the Land deed at section 6 of the Application Please Submit the TAX clearance certificate Provide us the NOC from Fire and Environment The visa is valid up to August 2024 under the work permit Why not endorse the exit seal before the departure of the expatriate. A. Please see the BIDA guideline 2023 at the following link https bida.gov.bd storage app media pdf Guideline2023.pdf B. Kindly fulfill the recruitment process properly as per the BIDA guideline page 22 . and then resubmit the application. C. Please provide the scoring sheets interview outcome of the recruitment process with the details of the candidates name phone number email address score and application copy . Please increase the salary as per the guideline D. Please submit a plan of substitute a local worker by giving training by the foreign worker for whom e visa recommendations have been sought E. Copy of the published advertisement of as per the Guideline at least 2 two widely circulated Bangladeshi national dailies and 1 one job related Bangladeshi website. G. Please upload the manpower statement as per the checklist Note Please follow the above observation and resubmit the application properly. The visa recommendation is a fully automatic and online process. If you are not clear regarding the above observation kindly discuss it over the phone OR email us. We are discouraged the visit regarding this issue. 1 The security clearance was issued with the remark 2 Please submit the income tax returns and certificates calculation of the taxes and related documents and kindly clarify showing with the calculations that you fulfill the above condition properly deduct income tax properly as per the instruction of the security service division for the period from 13 Aug 2022 to 30.6.2023. 3 . Please clarify how the foreigner sent family remittances to his her own country with the proper documentation mark all outward remittance transactions in the bank statement for last year . Kindly always mark the outward remittance transactions in the bank statement. a Please submit an undertaking that no financial and non financial benefit will be provided to the expatriate in the country abroad apart from the salary and allowances mentioned in the online application. b Please uplaod work permit of other expatriates in the company if any . you have added some pictures of your project and a summery. Please submit the details project profile. The visa recommendation was approved on condition that you have to correct the office address before the work permit application.Please fulfil the condition and then resubmit the application.,Shortfall,
1. Please upload the bank statement of the salary payment in favor of the investor employee for the previous working period as proof that the salary paid to the employee by the Bank according to the FERA act and Income tax ordinance mark with the salary transactions for last year . 1. The effective date of the first Work Permit is not correct kindly revise properly. 2. Please upload the bank statement of the salary payment in favour of the investor employee for the previous working period as proof that the salary paid to the employee by the Bank according to the FERA act and Income tax ordinance mark with the salary transactions for last year . Please also upload the bank statement for the tracking number WPE 07Jul2022 00005 1. Effective date of the first work permit is not correct. Kindly revise properly 2. Kindly meet with the Director General to clarify the outward remittance 1. The effective date of the first Work Permit is not correct. kindly revise properly 2. Please upload the proofs of the source tax deduction from the salary of the expatriate for the assessment year 2022 2023 3.Please upload the bank statement of the salary payment in favor of the investor employee for the previous working period as proof that the salary paid to the employee by the Bank according to the FERA act and Income tax ordinance mark with the salary transactions for last year . Please uplaod the security clearance. A. Please see the BIDA guideline 2023 at the following link https bida.gov.bd storage app media pdf Guideline2023.pdf B. Please submit copy of the published advertisement of as per the Guideline at least 2 two widely circulated Bangladeshi national dailies and 1 one job related Bangladeshi website. The job advertisement has to be as per the BIDA guidelines. The deadline of the application has to be a minimum of 15 days and the job advertisement has to be as per BIDA guideline C. Please provide the scoring sheets interview outcome of the recruitment process with the details of the candidates name phone number email address score and application copy . D. Please upload the properly attested and notarized academic certificate E. Please upload the encashment certificate as per the cheklsit 1. Please upload the clear scanned passport whole used part 2. Please republish the job advertisement with mentioning the academic qualification as per the BIDA guideline. 3. kindly upload the job advertisement showing with published date and name of the newspaper 4. with the uploaded certificate kindly also upload the original certificate Chinese version also 5. Please upload the manpower statement as per the cheklist 1.Did not find any outward remittance related transaction in the Bank statement. Please clarify how the expatriate sent family remittances to his own country with the proper documentation please mark the outward family remittance in the bank statement . 2. Kindly inform that without BIDA permission paying any remuneration financial and non financial facilities at home and abroad is illegal. Please ensure and certify that you mentioned all financial and non financial facilities in the application also certify that beyond the work permit no financial and non financial facilities are provided to the expatriate. Please upload the secuirty clearnce 1. Please revise the travel history correctly. Please uplaod the previous work permit cancellation related documents 2. Basic salary less than the BIDA guideline. Please increase properly 3. Please uplaod the NOC from the Department Textile 4. Please uplaod the proper encashment certificate .,Shortfall,
1. Please upload the copy of the passport whole used part chronologically mark with the latest E visa seal latest arrival seal final departure seal exit visa seal under the work permit 2. Please upload the up to date income tax clearance certificate with the challan and return copy under section 193 of the Income Tax Act 2023 up to the last departure date. 1. Please upload the proof of the departure of the expatriate air ticket 1.Income tax assessment certificate 2019 2020 and pay order copy chalan form for the assessment year 2020 221 should be submitted 1.Arrival seal in passport was not found 5 years exceed on 24 Jan 2023. Kindly replace the spa therapist with a local employee. 1.Please revise the Name of Organization as per the BIDA registration It will be Best Holdings Ltd. Hotel Division 2.Please upload the bank statement of the salary payment in favour of the investor employee 3.Please mention other facilities in salary structure Air tickets facility and others whose financial and non financial facilities provide by the company 4. Please upload the latest income tax certificate paid in full for the employee 5.Please upload the latest work permit. 1. Please follow the previous shortfall properly. If you are not clear kindly discuss over the phone 2. According to the uploaded document the expatriate worked in Bangladesh from 2016 2018. Kindly revise the travel history properly as well as upload the previous work permit cancellation letter and related documents. 1. Please upload the up to date income tax certificate paid in full for the assessment year 2021 22 2. According to the uploaded doc 7 Six 06 years have already exceeded. Kindly rechek 1.Copy of visa recommendation letter issued from BIDA should be submitted 2.As a dancer NOC from Ministry of Cultural Affairs in favor of the employee should be submitted please submit 1 the Latest income tax clearance certificate of the office 2. Waiver letter of condition 08 3. Latest audit report of the Bangladesh office .,Shortfall,
Please submit new office address documents. Make correction properly in column 13. Please fill up column 14. please explain why a Finance Manager is required a. NID number of Mohammed Masud does not match according to the uploaded NID and form XII. b. Upload TIN certificate of the company. a. Information of section 7 does not match amendment. b. Describe how the business sector corelate with the product. a. Business Sector is not correct. b. Information if section 7 does not match amendment. c. Major remarks in brief is not correct. d. Upload TIN certificate. e. BRA Ref Memo is not correct. a. Business Sector is not correct. b. Information of section 7 does not match amendment. Please add machinery a. Business Sector is not correct. b. Information of section 7 does not match amendment. c. TIN certificate that has been uploaded is not the certificate of the company. Kindly just resubmit the applciation Please revise the salary structure properly.,Shortfall,
Apply Properly add raw materials Please submit RJSC form VI please apply correctly Please submit previous security clearance objection The organization shall explain why a liaison office is required despite having a Joint Venture Company in Bangladesh. the auditor couldn t verify the investment and amount due figures in financial statement of the principal company s JV company in Bangladesh https bidaquickserv.org uploads 2023 08 BIDA OPN 64cf8a5dee8178.41416171.pdf please submit E visa and explain why VOA has been converted to E visa 1. Salary seems abnormally high. 2. Please submit 2 paper advertisements and 1 online job advertisement as per BIDA guideline 2023 3. Statement of manpower showing list of local and expatriate personnel employed with designation salary break up nationality and date of first appointment. Latest Copy 4. Please submit NOC of the Department of Textile A. Please see the BIDA guideline 2023 at the following link https bida.gov.bd storage app media pdf Guideline2023.pdf B. Kindly fulfil the recruitment process properly as per the BIDA guideline page 22 . and then resubmit the application. C. Please provide the scoring sheets interview outcome of the recruitment process with the details of the candidates name phone number email address score and application copy . D. Please submit a plan of substituting a local worker by giving training by the foreign worker for whom e visa recommendations have been sought E. Please submit copies of the published advertisement of as per the Guideline at least 2 two widely circulated Bangladeshi national dailies and 1 one job related Bangladeshi website. the deadline of the application has to be 15 days and job advertisements have to be as per exactly BIDA guidelines G. From the next application the deadline of the application has to be 15 days and job advertisements have to be as per exactly BIDA guidelines Note Please follow the above observation and resubmit the application properly. The application processing is a fully automatic and online process. If you have any confusion about the observations or the next course of action you may call OR mail for clarifications. Physical visits are generally discouraged to maintain neutrality and transparency of decisions. A.Please submit copies of the published advertisement of as per the Guideline at least 2 two widely circulated Bangladeshi national dailies and 1 one job related Bangladeshi website. the deadline of the application has to be 15 days and job advertisements have to be as per exactly BIDA guidelines B.Please upload the passport copy each of the pages chronologically marked with the latest E visa seals exit visa seal latest arrival seal and final departure seal under the work permit C.Please upload the previous work permit cancelation related document properly.,Shortfall,
1.Please upload the proofs of the source tax deduction from the salary of the expatriate for the assessment year 2022 2023 2.Please explain the causes of the late application 1. Please upload a copy of the passport each of the pages chronologically 2. Please explain the causes of the late application 1. Desired effective date is not correct. Please revise correctly 2. Please explain the causes of the late application 1. Please upload the proof of the departure air ticket 1.House rent should be increased The basic salary should be higher then the previous work permit Please upload 1. the Bank statement of the salary payment in favor of the investor employee 2. office address does not match with the BIDA registration please upload the amendment letter. A. Please clarify how the foreigner sent family remittances to his her own country with the proper documentation mark all outward remittance transactions in the bank statement for last year . Kindly always mark the salary and outward remittance transactions in the bank statement. B. Please increase the rational amount of the basic salary as per the security condition The applicant is advised to 1. submit justification with the document for extension of work permit beyond 5 years 2. submit replacement plan of the foreign worker with local worker along with supporting document 3. submit a plan with supporting documentation on how the foreign worker trains and develops local workers as his successor 4. submit the training manual for conducting training for local workers 5. submit the evaluation method of the local workers who attended the training program 6. submit the list of local workers successfully completed the training.6. submit the bank statement of the salary payment in favor of the investor employee for the previous working period 7. submit the income tax certificate paid in full for the assessment year 2021 22 proof of the source tax deduction from the salary of the expatriate for the assessment year 2021 22. 1.The company should explain why they have applied for the extension of work permit after 11 month of expiry .,Shortfall,
Please follow the previous shortfall. if you are not clear kindly discuss this over the phone and then resubmit the application. 1. Please upload the copy of the passport each of the pages has to upload chronologically marked with the latest E visa seals latest arrival seal and final departure seal under the work permit 2. Please upload the up to date income tax clearance certificate under section 91 of Income Tax ordinance 1984 up to the last departure date. 3. you did not upload any document properly as per the checklist kindly upload the document as per the checklist 1. Kindly clarify why the expatriate is the best choice for the post. Why did you not hire any local employees for the position Kindly clarify it. Attachments 6 8 1. please submit the audited financial statement 2. All documents have to be attested by the Bangladesh embassy 3. setting up an industrial project will not be viable as a branch office 4. submit Certificate of Incorporation a. Issue date mentioned in section 15 is not correct. b. Upload Membership certificate. c. Upload proper attachment in attachment number 9 and 11. d. Upload incorporation certificate along with memorandum and article of association. If necessary also upload form XII. e. Fill up section 9 10 and 11. f. Upload proper document in attachment 8. Correct the cost of raw material. a. Expiry date mentioned in section 20 is not correct. b. Upload proper attachment in attachment number 8 9 and 11. c. Upload incorporation certificate along with memorandum and article of association. If necessary also upload form XII. d. Fill up section 9 10 and 11..,Shortfall,
1.Work permit has been extended recently in favor of this employee and the company has requested to send an E visa recommendation to the concern Bangladesh embassy due to visa expiry submitted in doc 12 and 13 respectively 2.E visa may be recommended considering the explanation 1.Copy of the cancellation of previous work permit with related documents should be submitted 2.Clear copy of photo and experience certificate should be submitted 1.The company did not increase the basic salary of the foreign employee 2.Publish date of advertisement was 24.09.2019 and the deadline was 29.09.2019. The date gap should at least be 7 days 3.Please explain about above issues 1.Copy of passport should be submitted properly 2.Updated copy of reappointment letter should be submitted 3.Copy of the security clearance was not found 1.The company did not increase the basic salary of the foreign employee 2.Submitted copy of passport is still not so clear 3.Publish date of advertisement was 24.09.2019 and the deadline was 29.09.2019. The date gap should at least be 7 days 1.The company did not increase the basic salary of the foreign employee 2.Publish date of advertisement was 24.09.2019 and the deadline was 29.09.2019. The date gap should at least be 7 days 3.Please explain about above issues 1.Copy of the security clearance was not found 2.Personal income tax certificate 2020 2021 should be submitted Recommended Annual Production Capacity as per IRC. Fire License Information Details Environment Clearance Certificate Details Incorporation Certificate Details Membership of the Chamber Association Information Details . Authorized Bank Information Details 1 write down irc value at 13 para 1 .,Shortfall,
A. Please explain the causes of the amendment. If the amendment causes a security objection the proposed effective date should start from the first day of the work permit. B.Please upload the copy of the work permit and mention the both tracking number in the application 1. Income tax certificate under section 82BB 91 by mentioning last working date should be submitted A. Please mention all benefits in the green part of the application B. The desired work permit duration is not correct. Please revise properly A. Please mention all benefits in the green part of the application B. the desired work permit duration is not correct. Please revise properly existing salary does not match with the work permit A.Please also mention the tracking number for amendment in the application B.Please upload the copy of the work permit A. According to the industry registration the company is not eligible to hire any foreign employee In the manpower column there is no scope for hiring foreigners . Please upload the amended copy of the industry registration the column for manpower based on the actual manpower. B. Please increase salary as per the condition of the security clearance with the uploaded documents kindly also upload the manpower statement of the company. Please upload the full part of the job advertisement of the Bd jobs 1.The company should explain why they have failed to apply for work permit within 15 days of arrival 2.House rent is only taka 15000 which should be enhanced rationally.,Shortfall,
The passport number does not match with the work permit.Please revise it OR upload the proper amendment letter for the new passport English language in the explanation letter is of a very poor state. Couldn t understand anything. Please explain properly. 1.Basic salary should not be less than USD 650 or equivalent taka as per BIDA Guideline 2.Currency should be corrected in the application form 3.The company has submitted an explanation in doc 13 regarding educational qualification 1.Basic salary should not be less than USD 650 as per BIDA Guideline 2.House rent other allowances should be mentioned also 3.The company should explain why they did not required any educational qualification in the advertisement Please mention all facilities and allowance in the green part of the application 1.The company should explain regarding the house rent and educational certificate The previous shortfall was English language in the explanation letter is of a very poor state. Couldn t understand anything. Please explain properly. They resubmit the application with the same explanation latter which was uploaded earlier. 1.Basic salary should not be less than USD 650 or equivalent taka as per BIDA Guideline 2.Currency should be corrected in the application form 3.The company should explain why they did not required any educational qualification in the advertisement 1.Why the house rent is only taka 5500 Please explain in the company letter head pad Please upload 1.Bank statement of the salary payment in favor of the investor employee 2.Income tax certificate for for the expatraite the assessment year 2019 2020 20210 2021.,Shortfall,
A. Please upload 1. Up to date income tax clearance certificate under section 91 of Income Tax ordinance 1984 up to departure date 2. Copy of the passport with the latest departure seal. B.As per the condition of the work permit the employer has to be notified to BIDA within 7 days after the departure of the expatriate. why have violated the above condition A. Please upload 1. Up to date income tax clearance certificate under section 91 of Income Tax ordinance 1984 up to departure date 2. Copy of the passport with the latest departure seal. B.As per the condition of the work permit the employer has to be notified to BIDA within 7 days after the departure of the expatriate. why have violated the above condition Please explain why the expatriate is indispensable for the company with the proper document The effective date of the first Work Permit is not correct.Please upload the copy of the first work permit kindly also upload passport according to the passport the expatriate work in Bangladesh up to 6.10.2021. we advise you for uploading a challan copy for the income tax up to 6.10.2021. kindly response or clear it. Please upload the academic certificate as per the job advertisment 1.Last five years basic salary was taka 110000 which should be enhanced rationally 1.Basic salary and house rent should be enhanced rationally because the salary was same for the last five years in the previous company which is not realistic Please upload a challan copy for the income tax certificate up to 6.10.2021 1.Copy of the chalan form pay order as source tax payment for the assessment year 2021 2022 should be submitted .,Shortfall,
1.Passport copy is not clear to read 2.Production statement of the last year should be submitted Please upload the copy of the passport chronologically mark with the latest E visa seals latest arrival seal final departure seal exit visa seal under the work permit or proof of the departure air ticket Copy of Letter of Credit L C should be submitted 1. Please upload the copy of the passport whole used part chronologically mark with the latest E visa seal latest arrival seal final departure seal exit visa seal under the work permit OR 2. Please uplaod the proof of the departure air ticket kindly uplaod the copy of the passport whole used part if used A.Kindly resubmit the application due to a technical reason B. From the next application you are requested to submit properly attested by bank L C BE BL A.Kindly resubmit the application due to a technical reason B. From the next application you are requested to submit properly attested by bank L C BE BL 1.Updated copy of service contract should be submitted 1.Copy of the L C should be submitted 2. Why do you need to recruit an Engineer from abroad 1.Copy of the L C should be submitted.,Shortfall,
please submit the TIN certificate of the expatriate please submit 1. Up to date income tax clearance certificate of the expatriate under section 91 of ITO 1984 for the year. 2. salary has been mentioned lower than work permit 3. submit departure seal please submit last departure seal and visa seal please submit Up to date income tax clearance certificate of the expatriate under section 91 of ITO 1984 for the year. The company must pay the full salary and allowances through the bank account in Bangladesh of the expatriate. 1. Please apply for work permit cancellation through OSS 2. Salary doesn t match with the appointment letter. Please explain Paper clipping showing advertisement made for recruitment of local personal prior to appointment of the expatriate s has not been submitted Minimum basic for a Japanese General Manager is 2000 USD kindly upload the academic and experience certificate as per the job advertisement. 1.Salary increment letter should be submitted 2.Effective date should be mentioned in the field of proposed amendment.,Shortfall,
2. Please upload the copy of the passport mark with the latest E visa seals latest arrival seal latest departure seal under the work permit 3. late application As per the condition of the work permit the employer has to be notified to BIDA within 7 days after the departure of the expatriate.. please explain the causes of the violation of the condition with the proper documents. travel history is not correct. kindly rechek.If the expatriate is in Bangladesh kindly resubmit the application after the departure of the expatriate from Bangladesh desire amendment period is not acceptable. Proposed Amendment date should be corrected 1.Name of the employee does not match with the submitted documents 1. The work permit started on 05 Dec 2022 but the desired effective date of the amendment is 26 Aug 2022 which is not acceptable. kindly resubmit correctly. 2. the duration of the work permit in the application is not correct. kindly revise properly Proposed amendment field should be corrected desire amendment period is not accepatable. Passport number does not match with the previous work permit. kindly upload the amendment letter of the previous work permit regarding the new passport number 1.Please upload the copy of the passport chronologically mark with the latest E visa seals latest arrival seal final departure seal exit visa seal under the work permit 2. whether the expatriate accept the termination..,Shortfall,
The Security Services Division gives observation that local worker is available for the position of washing manager. Hence the applicant must submit a audited financial statement of the company b salary statement of all local and foreign workers c contribution of the expatriate to the economy of Bangladesh with supporting document d recommendations of at least 03 three local RMG suppliers for extending the work permit of the expatriate. Please upload the list of employee with salary reduction. please submit all the following information and documents i the reasons for extension of the work permit with the supporting documents ii a replacement plan of the foreign worker with a local worker along with supporting documents iii submit a plan with supporting documentation on how the foreign worker trains and develops local worker as his successor iv submit a duly approved training manual having the evaluation method of the training for local workers. v the experience and qualification of the position for which a foreign worker is appointed vi the process and formalities with supporting documents observed in appointing the expatriate vii the duly approved Service Regulation where provisions of appointing foreign workers are described clearly viii how the expatriate contributed to the economy of Bangladesh in last 5 years with documentary evidence Please explain why the departure seals of both Asmara employees are same The report is conclusive. please discuss with BIDA officials with relevant papers submit 1. Copy of the Passport with the last arrival and departure seal. 2. Up to date income tax clearance certificate of the expatriate under section 91 of ITO 1984 for the year. please submit job advertisements in at least 02 national newspapers and on 01 online job site as per BIDA guideline please submit recommendations from at least 03 RMG factories in favor of an extension beyond 05 years. Also provide the list of buyers of Asmara International Ltd. Also attach the order copies. please submit the Copy of the Passport with the last arrival and departure seal. No attachment available.,Shortfall,
Unit value of raw materials is required as per company requirement Please follow the previous shortfall and resubmit the application properly. The application processing is a fully automatic and online process. If you are confused about the observations or the next course of action you may call over the phone OR mail for clarifications. Physical visits are generally discouraged to maintain neutrality and transparency of decisions. A. Please see the BIDA guideline 2023 at the following link https bida.gov.bd storage app media pdf Guideline2023.pdf B. Kindly fulfil the recruitment process properly as per the BIDA guideline page 22 . and then resubmit the application. C. Please provide the scoring sheets interview outcome of the recruitment process with the details of the candidates name phone number email address score and application copy . D. Please submit a plan of substitute a local worker by giving training by the foreign worker for whom e visa recommendations have been sought E. Please submit copies of the published advertisement as per the Guideline at least 2 two widely circulated Bangladeshi national dailies and 1 one job related Bangladeshi website. The deadline of the application has to be 15 days and job advertisements have to be as per exactly BIDA guidelines F. Kindly also increase the salary as per the BIDA guideline page 35 upload the necessary document as per the BIDA guideline page 35 G.Please uplaod the copy of the passport whole used part Note Please follow the above observation and resubmit the application properly. The application processing is a fully automatic and online process. If you are confused about the observations or the next course of action you may call over the phone OR mail for clarifications. Physical visits are generally discouraged to maintain neutrality and transparency of decisions. A. Please uplaod the job advertisements as per the guidelines B. Please uplaod the application copies of the candidates C.Please uplaod the copy of the passport whole used part Please follow the previous shortfall and resubmit the application properly. The manpower ratio does not cover the BIDA guideline. The application processing is a fully automatic and online process. If you are confused about the observations or the next course of action you may call over the phone OR mail for clarifications. Physical visits are generally discouraged to maintain neutrality and transparency of decisions. A. Please also mention the page number in the advertisement B. Please uplaod the application copies of the candidates Please revise the travel history correctly Please upload the borad resolution for the amendment B. 1. Please upload a copy of the passport each of the pages chronologically marked with the latest E visa seals latest arrival seal exit seal and final departure seal under the work permit 2. late application As per the condition of the work permit the employer has to be notified to BIDA within seven days after the departure of the expatriate. Please explain the causes of the violation of the condition with the proper documents. 3. While you received the work permit the Tax circle was 24 Tax zone was 2. In this application the Tax circle is 3 Chattagram. But the office address and factory address have not changed. In the tax certificate phone number is 02333325349 02 is the code for Dhaka . Kindly clarify it Please submit a manual application the following information and documents i the reasons for extension of the work permit with the supporting documents ii a replacement plan of the foreign worker with local worker along with supporting documents iii submit a plan with supporting documentation on how the foreign worker trained and developed local worker as his successor last 5 years. iv submit a training manual incorporating the evaluation method for conducting training for local workers. v the experience and qualification of the position for which the foreign worker s work permit is proposed for extension .,Shortfall,
Please revise the salary as discussed 1. salary is lower than BIDA guideline 2. Paper clipping showing advertisement made for recruitment of local personal prior to appointment of the expatriate s not submitted. please revise the salary as discussed The salary is lower than BIDA guideline. please revise salary as discussed. please revise the salary as discussed please inform how many local employees is taken in these positions.. Please revise salary as discussed Please hire commercial officer from local sources It is not clear why Administrative Personnel is required Please revise the salary as discussed.,Shortfall,
1. Please provide the scoring sheets interview outcome of the recruitment process with the details of the candidates name phone number email address . 2. Kindly clarify why the expatriate is the best choice for the post. Why did you not hire any local employees for the position 1.Income tax certificate up to 31.12.209 should be submitted List of local employee who has been trained up by this foreign employee should be submitted kindly show the passport Passport number not matching with the previous work permit Please fulfill the conditions of the security clearnce. A. After the previous shortfall They did not submit the following documents did not publish job advertisement in the 2 newspapers did not upload the outcome of the advertisement did not submit the replacement plan of the expatriate by the local employees The passport number does not match the uploaded work permit.Kindly revsubmit correctly Not only in work permit but also in the visa recommendation basic salary was Monthly 532000.00 BDT how we understand that it was an error kindly expalin What the company has done to develop local manpower in this field .,Shortfall,
1.Advertisement is too small to accept there is no deadline and the company did not required any educational qualification Why did you not promote any local employee as an Advisor. Please upload the evaluation sheet for promotion. What will be the job description of the expatriate Personal income tax certificate of the employee under section 82BB 91 by mentioning last working date should be submitted as per release order The company shall explain how it receives subcontractor payments and manages its payroll. Italian Thai Development Public Company Limited the company s employer in Bangladesh will be consulted. 1. please submit Notification letter of Bangladesh Bank under section 18 B 2. explanation of running the office without an employee 3. explanation of running office despite the financial loss 4. explanation for not submitting the encashment certificate please submit the subcontractor payment document from ITD. Also explain why the company needs branch office permission as the subcontractor is doing all of its job please submit the subcontractor payment document from ITD. 1.Visa Recommendation Letter of the Expatriate Investors issued by BIDA should be submitted 1. As per form XII and BIDA registration Mr WONMO KU is a Samsung Electronic Aisa Holding Pte Limited nominee. So He is not an investor. 2. 7 years will be in 07 Mar 2023. Kindly replace the expatriate with a local HR Why salary increases twice. Please clarify..,Shortfall,
Please discuss with BIDA regarding the disputed issue with relevant papers. 1.Safety Health Environment Officer are available in Bangladesh please recruit from local source 2.House rent should not be less than USD 350 A. 05 years will exceed on 09 Jun 2022 Please replace the post by the local employee. B. If you still want to continue with this person you can submit a hardcopy application with an adequate explanation for review and consideration of the higher authority with the following information and documents i the reasons for extension of the work permit with the supporting documents ii a replacement plan of the foreign worker with a local worker along with supporting documents iii submit a plan with supporting documentation on how the foreign worker trains and develops local worker as his successor iv submit a duly approved training manual having the evaluation method of the training for local workers. v the experience and qualification of the position for which a foreign worker is appointed vi the process and formalities with supporting documents observed in appointing the expatriate vii the duly approved Service Regulation where provisions of appointing foreign workers are described clearly. Please also uplaod the income tax certificate for the assessment year 2022 2023 Please also uplaod the income tax certificate for the assessment year 2021 2022 2022 2023 1. The security clearance was issued with the remark 2. Please submit the income tax returns and certificates calculation of the taxes and related documents and kindly clarify showing with the calculations that you fulfil the above condition properly deduct income tax properly as per the instruction of the security service division period from the first working days. 1.Passport copy is not clear 2.Personal income tax certificate 2020 2021 should be submitted 3.Production statement of last year was not found 1. Please clarify how the expatriate sent family remittances to his own country with the proper documentation. 2. Please upload the security clearance The name and the last work permit do not parallel. kindly recheck and resubmit properly 1. The security clearance was issued with the remark 2. Please submit the income tax returns and certificates calculation of the taxes and related documents and kindly clarify showing with the calculations that you fulfil the above condition properly deduct income tax properly as per the instruction of the security service division period from the first working days..,Shortfall,
Increase of foreign employees by 700 at a time is unacceptable. It appears from the list of machine that it can be operated by the local employees as currently is being operated . Production sales geographic are has not been expanded to show the expansion of business. However a maximum of 5 foreign employees may be increased. Please verify and submit. Please upload the company s production statement of the last year A. Earlier the expatriate worked in the same company and same post. Why is the expatriate so indispensable that you need to hire him again B. Why applied for the new work permit WPN 05Aug2023 00008 and provide misinformation C. You Managing Director CEO requested to discuss over the phone first and then resubmit the applciation A. The first effective date of the work permit is not correct. Please revise properly B. The work permit is valid up to 19 April 2024. You did not follow the FERA Act and its guidelines last 2 years. Please send outward remittance and then resubmit the application Kindly upload the copy of the passport whole used part . kindly also upload the previous passport A. Please upload the security clearance B. Please upload the bank statement of the salary payment in favor of the investor employee for the previous working period as proof that the salary paid to the employee by the Bank according to the FERA act and Income tax ordinance mark with the salary transactions for last year . You did not provide the correct manpower statement. As per the BIDA records the manpower ratio already exceeds as mentioned in the BIDA guideline. Hence the application has been rejected. A. Please see the BIDA guideline 2023 at the following link https bida.gov.bd storage app media pdf Guideline2023.pdf B. Kindly increase the salary properly as per the BIDA guideline page 35 . And then resubmit the application. https www.bb.org.bd en index.php econdata exchangerate C. Please upload the amendment copy of the BIDA registration as per the condition of the security clearance D. Please clarify how the foreigner sent family remittances to his her own country with the proper documentation mark all outward remittance transactions in the bank statement for last year . Kindly always mark the outward remittance transactions in the bank statement. 1. Please resubmit the application after the departure of the expatriate from Bangladesh 2.Please upload also the preivous passport kindly ensure the departure of the expatriate before the resubmit of the application.,Shortfall,
A. Only 3 days is too short a deadline for the local employee to apply for the post. Please publish a new job advertisement mentioning a standard duration for the deadline. B. Please follow the above shortfall first and then resubmit the applciation 1. Please provide the scoring sheets interview outcome of the recruitment process with the details of the candidates name phone number email address score and application copy . 2. Please submit a proper replacement plan with detailed information and organogram of the expatriate by local employees Please also uplaod the challenge income tax return and assessment shet Please also uplaod the challans income tax return and assessment sheet Please edit the Raw Materials list with criteria in serial no.7 of the application with reasonable quantity of the raw materials. You mentioned in the raw material quantity that some litters needs for 50ml products. so pls correct it Please upload the following documents 1. Raw Materials list with criteria 2. List of Machinery Equipment approved by BIDA 3. List of directors approved by BIDA. Please edit the Raw Materials list with criteria in serial no.7 of the application. Please write down all four directors names according to RJSC form 12 in the list of directors section. Please write down all four directors names according to RJSC form 12 in the proposed list of directors section including NAJMUL HOSSAIN. and omit the name of Dewan Md. Abu Bakr Siddiq. The existing investment information mismatches BIDA registration. Please rectify your information or upload relevant previously approved amendment documents to support your information. if your organization is in commercial operation please remove the proposed date and remove proposed in the project status section. Upload RJSC form 12 or a BIDA approved list of directors..,Shortfall,
