category,description
Rejected,"A.Sir, Please see the previous shortfall.\
B. Their application (WPC-29Aug2022-00009),14-09-2022, was approved with the remark- The work permit cancellation application has been approved on the condition that delays in the next/further applications will not be allowed. As per the condition of the work permit, you have to apply for the cancelation of the work permit within 7 days of the departure.\
C. They did not upload  a copy of the Resignation letter,  the up-to-date income tax clearance certificate under section 193 of the Income Tax Act 2023 (which must need for cancelation) and the copy of the passport \
D. After the previous shortfall, uploaded doc 6. Please see doc 6 and give your kind decision."
Rejected,"A.Sir, Please see the previous shortfall.\
B. Their application (WPC-29Aug2022-00009),14-09-2022, was approved with the remark- The work permit cancellation application has been approved on the condition that delays in the next/further applications will not be allowed. As per the condition of the work permit, you have to apply for the cancelation of the work permit within 7 days of the departure.\
C. They did not upload  a copy of the Resignation letter,  the up-to-date income tax clearance certificate under section 193 of the Income Tax Act 2023 (which must need for cancelation) and the copy of the passport \
D. After the previous shortfall, uploaded doc 6. Please see doc 6 and give your kind decision."
Rejected,"A.Sir, Please see the previous shortfall.\
B. Their application (WPC-29Aug2022-00009),14-09-2022, was approved with the remark- The work permit cancellation application has been approved on the condition that delays in the next/further applications will not be allowed. As per the condition of the work permit, you have to apply for the cancelation of the work permit within 7 days of the departure.\
C. They did not upload  a copy of the Resignation letter,   and the copy of the passport \
D. After the previous shortfall, uploaded doc 6. Please see doc 6 and give your kind decision."
Rejected,"A.Sir, Please see the previous shortfall.\
B. Their application (WPC-29Aug2022-00009),14-09-2022, was approved with the remark- The work permit cancellation application has been approved on the condition that delays in the next/further applications will not be allowed. As per the condition of the work permit, you have to apply for the cancelation of the work permit within 7 days of the departure.\
C. They did not upload  a copy of the Resignation letter,   and the copy of the passport \
D. After the previous shortfall, uploaded doc 6. Please see doc 6 and give your kind decision."
Rejected,"A.Sir, Please see the previous shortfall.\
B. Their application (WPC-29Aug2022-00009),14-09-2022, was approved with the remark- The work permit cancellation application has been approved on the condition that delays in the next/further applications will not be allowed. As per the condition of the work permit, you have to apply for the cancelation of the work permit within 7 days of the departure.\
C. They did not upload  a copy of the Resignation letter,  the up-to-date income tax clearance certificate under section 193 of the Income Tax Act 2023 (which must need for cancelation) and the copy of the passport \
D. After the previous shortfall, uploaded doc 6. Please see doc 6 and give your kind decision."
Rejected,"A.Sir, Please see the previous shortfall.\
B. Their application (WPC-29Aug2022-00009),14-09-2022, was approved with the remark- The work permit cancellation application has been approved on the condition that delays in the next/further applications will not be allowed. As per the condition of the work permit, you have to apply for the cancelation of the work permit within 7 days of the departure.\
C. They did not upload  a copy of the Resignation letter,  and the copy of the passport \
D. After the previous shortfall, uploaded doc 6. Please see doc 6 and give your kind decision."
Rejected,"A.Sir, Please see the previous shortfall.\
B. Their application (WPC-29Aug2022-00009),14-09-2022, was approved with the remark- The work permit cancellation application has been approved on the condition that delays in the next/further applications will not be allowed. As per the condition of the work permit, you have to apply for the cancelation of the work permit within 7 days of the departure.\
C. They did not upload  a copy of the Resignation letter and the copy of the passport \
D. After the previous shortfall, uploaded doc 6. Please see doc 6 and give your kind decision."
Rejected,"A.Sir, Please see the previous shortfall.\
B. Their application (WPC-29Aug2022-00009),14-09-2022, was approved with the remark- The work permit cancellation application has been approved on the condition that delays in the next/further applications will not be allowed. As per the condition of the work permit, you have to apply for the cancelation of the work permit within 7 days of the departure.\
C. They did not upload  a copy of the Resignation letter,  the up-to-date income tax clearance certificate under section 193 of the Income Tax Act 2023 (which must need for cancelation) and the copy of the passport \
D. After the previous shortfall, uploaded doc 6. Please see doc 6 and give your kind decision."
Rejected,"A.Sir, Please see the previous shortfall.\
B. Their application (WPC-29Aug2022-00009),14-09-2022, was approved with the remark- The work permit cancellation application has been approved on the condition that delays in the next/further applications will not be allowed. As per the condition of the work permit, you have to apply for the cancelation of the work permit within 7 days of the departure.\
C. They did not upload  a copy of the Resignation letter,   and the copy of the passport \
D. After the previous shortfall, uploaded doc 6. Please see doc 6 and give your kind decision."
Rejected,It's mandatory to apply for a new work permit within the 15 days of first arrival. But you submitted it after more than one year. The application has been rejected. The person should return to his country the quickest. 
Rejected,"A.Sir, Please see the previous shortfall.\
B. Their application (WPC-29Aug2022-00009),14-09-2022, was approved with the remark- The work permit cancellation application has been approved on the condition that delays in the next/further applications will not be allowed. As per the condition of the work permit, you have to apply for the cancelation of the work permit within 7 days of the departure.\
C. They did not upload  a copy of the Resignation letter,  and the copy of the passport \
D. After the previous shortfall, uploaded doc 6. Please see doc 6 and give your kind decision."
Rejected,"A.Sir, Please see the previous shortfall.\
B. Their application (WPC-29Aug2022-00009),14-09-2022, was approved with the remark- The work permit cancellation application has been approved on the condition that delays in the next/further applications will not be allowed. As per the condition of the work permit, you have to apply for the cancelation of the work permit within 7 days of the departure.\
C. They did not upload  a copy of the Resignation letter,   and the copy of the passport \
D. After the previous shortfall, uploaded doc 6. Please see doc 6 and give your kind decision."
Rejected,"A.Sir, Please see the previous shortfall.\
B. Their application (WPC-29Aug2022-00009),14-09-2022, was approved with the remark- The work permit cancellation application has been approved on the condition that delays in the next/further applications will not be allowed. As per the condition of the work permit, you have to apply for the cancelation of the work permit within 7 days of the departure.\
C. They did not upload  a copy of the Resignation letter,  and the copy of the passport \
D. After the previous shortfall, uploaded doc 6. Please see doc 6 and give your kind decision."
Rejected,"A.Sir, Please see the previous shortfall.\
B. Their application (WPC-29Aug2022-00009),14-09-2022, was approved with the remark- The work permit cancellation application has been approved on the condition that delays in the next/further applications will not be allowed. As per the condition of the work permit, you have to apply for the cancelation of the work permit within 7 days of the departure.\
C. They did not upload  a copy of the Resignation letter,  the up-to-date income tax clearance certificate under section 193 of the Income Tax Act 2023 (which must need for cancelation) and the copy of the passport \
D. After the previous shortfall, uploaded doc 6. Please see doc 6 and give your kind decision."
Rejected,"A.Sir, Please see the previous shortfall.\
B. Their application (WPC-29Aug2022-00009),14-09-2022, was approved with the remark- The work permit cancellation application has been approved on the condition that delays in the next/further applications will not be allowed. As per the condition of the work permit, you have to apply for the cancelation of the work permit within 7 days of the departure.\
C. They did not upload  a copy of the Resignation letter and the copy of the passport \
D. After the previous shortfall, uploaded doc 6. Please see doc 6 and give your kind decision."
Rejected,"A.Sir, Please see the previous shortfall.\
B. Their application (WPC-29Aug2022-00009),14-09-2022, was approved with the remark- The work permit cancellation application has been approved on the condition that delays in the next/further applications will not be allowed. As per the condition of the work permit, you have to apply for the cancelation of the work permit within 7 days of the departure.\
C. They did not upload  a copy of the Resignation letter and passport\
D. After the previous shortfall, uploaded doc 6. Please see doc 6 and give your kind decision.\
"
Rejected,"The last 5 years salary remains unchanged for the expatriate, \
Normally in the private sector, If he more qualified or more expert, Salary increase.\
Also could not show any proper logic in their explanation for the extension of the work permit (doc 10)."
Rejected,Ministry of Home Affairs gives security objection. Did not upload the secuirty clearance. Uploaded a request letter for the extension of the work permit
Rejected,Production technician for a biscuit company should be available in local market.
Rejected,"Please mention House rent, Conveyance, Medical allowance in the application as per the previous work permit, and Please follow the previous shortfall properly.If you are not clear regarding the shortfall, kindly discuss over the phone and then resubmit the application"
Rejected,1.Please apply to the Commercial section of BIDA;in case of any problem please contact with the OSS technical team
Rejected,1.Please apply to the Commercial section of BIDA;in case of any problem please contact with the OSS technical team
Rejected,"A. 7 Years will exceed on 12-Nov-2023  \
B. Last year the work permit was approved with the - The work permit extension has been approved for the last time on the condition that further extension of the work permit will not be allowed. You must replace the expatriate with the local HR by this period. \
C. Basic salary less than the BIDA guideline\
D. Please hire a local employee. Hence the application has been rejected"
Rejected,6 years exceed on 11-Nov-2022. last time the work permit has been approved with the remark-The extension of the work permit has been approved for the last time on the condition that further extension of the work permit will not be allowed. You have to replace the expatriate with the local HR by this period. Hence the application has been rejected.
Rejected,"Other allowances ( House rent, Conveyance, Medical allowance) too low to the previous work permit, it also should be more or equivalent to the previous work permit."
Rejected,Please reapply with all necessary requirements.
Rejected,Please reapply with all necessary requirements.
Rejected,1.Application may be rejected as the company is not responding about BIDA's query 
Rejected,"This is an application for Sr. Manager (Admin) post. Earlier the application for the E visa recommendation was rejected with the remark- (activities (job description) of the post general work (HR, admin etc). You should replace the existing foreigner with local HR. kindly hire a local employee.). They should replace the existing post with a local employee, But they did not do it, Now they want to again hire a foreigner in this post, Now they uploaded doc 13. "
Rejected,"activities (job description)  of the post general work (HR, admin etc). You should replace the existing foreigner with local HR. kindly hire a local employee."
Rejected,"The proposal for the extension of the work permit has been rejected for:
(a) the tenure of the employment will exceed 10 years exceed on 28.7.2019;
(b) not submitting passport (whole used part;
(c) not uploading the company income tax certificate. 
(d) no"
Rejected,"The uploaded work permit is fake, Hence the application has been rejected\
"
Rejected,"The uploaded work permit is fake, Hence the application has been rejected"
Rejected,"The previous work permit was canceled on 20.1.2020, But the expatriate working in Bangladesh after the cancellation of the work permit (passport page 16 & 23/25). \
As because the expatriate worked in Bangladesh a long time illegally, You are requested to hire another person (local/ expatriate) for the post. Hence the application for visa recommendation in favor of Mr Huang Hui has been rejected"
Rejected,"The previous work permit was canceled on 20.1.2020, But the expatriate working in Bangladesh after the cancellation of the work permit (passport page 14 & 23/25). \
As because the expatriate worked in Bangladesh a long time illegally, You are requested to hire another person (local/ expatriate) for the post. Hence the application for visa recommendation in favor of Ms Ouyang Lifang  has been rejected"
Rejected,7 years will exceed 29-Mar-2023. Uploaded a request letter on doc 13. kindly see doc 13 and give your kind decision
Rejected,"7 years already exceed 22.6.2021. Hence the application has been rejected.\
did not upload the bank statement for the previous working period."
Rejected,5 years already exceed on 30-Jan-2024. Uploaded a request letter for the extension of the work permit. Please see the uploaded doc 13 and give your kind decision
Rejected,"5 years exceed 30-Jan-2024. After the previous shortfall, uploaded doc 13 and requested for the extension of the work permit (doc 13).Please see the doc 13 and give your kind decision"
Rejected,Did not uplaod the secuirty clearance. Uploaded doc 13.
Rejected,hh
Rejected,Did not send the outward remittance through the bank or uplaod the secuirty clearance. Uploaded doc 13. Kindly see doc 13 and give your kind decision.
Rejected,"A. Although we informed you that salary must be paid through the bank and paid to the foreigners bank account, remittance of retained salary and profit must be sent through the bank according to the FERA Act and its related guidelines, but you did not follow them. Hence the application has been rejected."
Rejected,"1. We found office address mismatch in three documents, BIDA registration, Application form and RJSC form-XII. Despite giving observation nothing has been done.\
2. Despite request for submitting for proof of price of machinery, nothing has been submitted\
\
Considering the non-compliance the application is rejected."
Rejected,6 years already exceed on 03-Mar-2022. Hence the application has been rejected. Please replace the post by local HR
Rejected,"6 years already exceed on 03-Mar-2022, Hance the application has been rejected. kindly replace the post with local HR"
Rejected,"6 years already exceed on 03-Mar-2022, Hance the application has been rejected. kindly replace the post with local HR"
Rejected,"As because the expatriate over stayed a long time, Hance the application has been rejected."
Rejected,Please send back the employee
Rejected,Please discuss over the phone regarding the income tax certificate and outward remittance and then resubmit the application
Rejected,Please resubmit the application after the departure of the expatriate from Bangladesh OR you may apply manual application for consider the visa application
Rejected,Please discuss over the phone regarding the income tax certificate and outward remittance and then resubmit the application
Rejected,"The expatriate in Bangaldesh, Please resubmit the application after the departure of the expatriate from Bangladesh. If you need to hire him, you may hire a senior technician (if in Bangladesh not available)"
Rejected,The applicant informed that this application was filled up many mistakes. So he applied further in separate application.  He asked to reject it.
Rejected,please hire a local technician
Rejected,"The applicant company must: \
1. submit the latest tax certificate of the expatriate;\
2. obtain a formal approval of BIDA for receiving salary abroad.\
"
Rejected,"1.Previous work permit was cancelled on 10.01.2020 but the employee did not cancel his E visa in passport which is valid up to 06.07.2021\
2.Using previous E visa he has came to Bangladesh and want to join the present company which may not be accepted;now the case is forwarded for kind decision"
Rejected,5 years exceed 26 May 2023. Kindly take the necessary action to cancel the work permit and replace the post with local HR.
Rejected,"6 years already exceed on 05-May-2022. Uplaoded a request letter for the extension of the work permit for 2 years.  Considering the uploaded request letter, Maybe approved for 1 year last time"
Rejected,"07 years will exceed on 05-May-2023. Last time, the work permit was approved on the condition that further extension would not be allowed as well too late application. Hence the application has been rejected "
Rejected,"Repeat application (system problem).Hence, the application is rejected."
Rejected,"1 Information provided in the application does not match with BIDA registration Letter.\
2. Some columns are left blank, particularly column 2 and 5.\
3. List of machinery is incomplete and misleading. \
4. Trade license is expired\
Therefore, the application is rejected."
Rejected,"As per official record this company received online service on 23.10.2022 but in the instant application it is denied. The denial has only meaning -to hide something. Moreover, there are some mistakes in the application. All columns must be filled as per previous registration and then should propose amendment. As we find inconsistencies therefore the application is rejected. However, fresh application with all correct information may be submitted."
Rejected,"Please see doc 9,10. Now they change their statement(doc 9).\
Earlier they told that the previous employer supposed to cancel the work permit and the process is online.\
Now state that the previous employer did not apply for the work permit. That time He enjoyed E1 visa.\
Please give your kind decision."
Rejected,1. 05 years of employment will be completed on 24.07.2019; no further extension is possible. You are suggested to appoint local employee in place of this foreign employee
Rejected,Please explain how the fees/expenses of the maintenance will be paid. Has an agreement been signed with the service provider? Has the agreement been submitted to BIDA for approval? Please clarify in detail.
Rejected,"1.In previous company salary of this employee was as basic USD 5500, house rent 150, conveyance USD 50 and other 50 in total USD 5750  and now the present company want to give as basic USD 1700, house rent USD 350, conveyance USD 100 and Medical USD 120 in total USD 2270\
2.The company has submitted an explanation regarding less salary in doc 13 below; now the case is forwarded for kind decision"
Rejected,"A. Office address does not match with the BIDA registration. Please revise properly Or upload the amendment letter of the BIDA registration letter for the new address Note: Please follow the above observation and resubmit the application properly. The application processing is a fully automatic and online process. If you are confused about the observations or the next course of action, you may call over the phone OR mail for clarifications. Physical visits are generally discouraged to maintain neutrality and transparency of decisions."
Rejected,"A. Office address does not match with the BIDA registration. Please revise properly Or upload the amendment letter of the BIDA registration letter for the new address Note: Please follow the above observation and resubmit the application properly. The application processing is a fully automatic and online process. If you are confused about the observations or the next course of action, you may call over the phone OR mail for clarifications. Physical visits are generally discouraged to maintain neutrality and transparency of decisions."
Rejected,The application has been rejected for not submitting security clearance. 
Rejected,7 years will excced on  13-Jun-2023. Last time the extension of the work permit was approved for the last time on the condition that further extension of the work permit will not be allowed. You have to replace the expatriate with the local HR by this period. Hace the applciation has been rejected. 
Rejected,"1.E visa recommendation is not taken from BIDA. The concern embassy has issued E visa directly in favor of this employee\
2.Educational and experience certificates are missing\
3.Advertisement was published on 22.03.2021 but the employee has arrived in Bangladesh on 07.03.2021 with E visa which violate the rules of BIDA\
4. The company was warned earlier not to take e-Visa without BIDA'a approval. This cannot be allowed."
Rejected,"Bangladesh embassy in Beginj issue E visa without visa recomedation,\
After the arrival of the expatriate in Bangladesh, they have collected E visa recomedation. \
Now applied (doc 3) for the new work permit."
Rejected,The company was warned earlier not to take e-Visa without BIDA'a approval. This cannot be allowed.
Rejected,"A. These applications (WPC-22Oct2023-00011 , WPC-22Oct2023-00010 ) were approved based on your undertaking on the condition that further such delay applications will not be allowed. Again, the application is too late, which is not acceptable.\
B. Please upload the passport copy (each of the pages chronologically, marked with the latest E visa seals, exit visa seal, latest arrival seal, and final departure seal under the work permit) "
Rejected,"A. These applications (WPC-22Oct2023-00011 , WPC-22Oct2023-00010 ) were approved based on your undertaking on the condition that further such delay applications will not be allowed. Again, the application is too late, which is not acceptable.\
B. The work permit started from 6.8.2022 but desired effective date of 23 April 2022.Please upload the passport copy (each of the pages chronologically, marked with the latest E visa seals, exit visa seal, latest arrival seal, and final departure seal under the work permit) "
Rejected,"These applications (WPC-22Oct2023-00011 , WPC-22Oct2023-00010 ) were approved based on your undertaking on the condition that further such delay applications will not be allowed. Again, the application is too late, which is not acceptable."
Rejected,"These applications (WPC-22Oct2023-00011 , WPC-22Oct2023-00010 ) were approved based on your undertaking on the condition that further such delay applications will not be allowed. Again, the application is too late, which is not acceptable.\
Desired effective date 04-Jun-2022; work permit started from 6.8.22, what are reason"
Rejected,"These applications (WPC-22Oct2023-00011 , WPC-22Oct2023-00010 ) were approved based on your undertaking on the condition that further such delay applications will not be allowed. Again, the application is too late, which is not acceptable."
Rejected,Existing duration (Latest Work Permit Info.) is not correct (not match with the work permit duration)
Rejected,"These applications (WPC-22Oct2023-00011 , WPC-22Oct2023-00010 ) were approved based on your undertaking on the condition that further such delay applications will not be allowed. Again, the application is too late, which is not acceptable.\
you did not upload the work permit up to 30-May-2023"
Rejected,"These applications (WPC-22Oct2023-00011 , WPC-22Oct2023-00010 ) were approved based on your undertaking on the condition that further such delay applications will not be allowed. Again, the application is too late, which is not acceptable.\
"
Rejected,"These applications (WPC-22Oct2023-00011 , WPC-22Oct2023-00010 ) were approved based on your undertaking on the condition that further such delay applications will not be allowed. Again, the application is too late, which is not acceptable.\
you did not upload the work permit up to 29.1.2022"
Rejected,"These applications (WPC-22Oct2023-00011 , WPC-22Oct2023-00010 ) were approved based on your undertaking on the condition that further such delay applications will not be allowed. Again, the application is too late, which is not acceptable."
Rejected,"A. These applications (WPC-22Oct2023-00011, WPC-22Oct2023-00010 ) were approved based on your undertaking on the condition that further such delay applications will not be allowed. Again, the application is too late, which is not acceptable. \
B. you did not upload the valid work permit 25-Dec-2023"
Rejected,"These applications (WPC-22Oct2023-00011 , WPC-22Oct2023-00010 ) were approved based on your undertaking on condition that further such delay application will not be allowed. Again, the application is too late, which is not acceptable. "
Rejected,"They want to change the designation to a lower position and reduce the salary (around 50%). Regarding the issue, they uploaded doc 4. Please see doc 4 and give your kind decision. "
Rejected,"They want to change the designation to a lower position and reduce the salary (around 50%). Regarding the issue, they uploaded doc 4. Please see doc 4 and give your kind decision."
Rejected,5 years already exceed 30-7-2021 as well as you did not pay salary through the bank. Hence the application has been rejected.
Rejected,"They want to change the designation to a lower position and reduce the salary (around 50%). Regarding the issue, they uploaded doc 4. Please see doc 4 and give your kind decision. "
Rejected,5 years will exceed on 30-Sep-2021 as well as you did not pay salary through the bank. Hence the application has been rejected.
Rejected,"They want to change the designation to a lower position and reduce the salary (around 50%). Regarding the issue, they uploaded doc 4. Please see doc 4 and give your kind decision."
Rejected,"They want to change the designation to a lower position and reduce the salary (around 50%). Regarding the issue, they uploaded doc 4. Please see doc 4 and give your kind decision."
Rejected,"They want to change the designation to a lower position and reduce the salary (around 50%). Regarding the issue, they uploaded doc 4. Please see doc 4 and give your kind decision. "
Rejected,5 years exceed on 05-Mar-2024 as well as you did not follow the FERA Act and its related guidelines.Hence the application has been rejected
Rejected,The expatriate worked in another company. you did not provide the previous work permit information in the visa application as well and He did not cancel the previous work permit. Hence the application has been rejected
Rejected,"They want to change the designation to a lower position and reduce the salary (around 50%). Regarding the issue, they uploaded doc 4. Please see doc 4 and give your kind decision."
Rejected,5 years will exceed on 30-Sep-2021 as well as you did not pay salary through the bank accordingly. Hence the application has been rejected.
Rejected,"They want to change the designation to a lower position and reduce the salary (around 50%). Regarding the issue, they uploaded doc 4. Please see doc 4 and give your kind decision. "
Rejected,"They want to change the designation to a lower position and reduce the salary (around 50%). Regarding the issue, they uploaded doc 4. Please see doc 4 and give your kind decision."
Rejected,"A. 6 years will exceed on 30-Sep-2022. kindly take necessary action for the cancellation of the work permit and replace the post by local HR. \
B. If you don't follow the above advice, please submit the following information and documents: \
 \
(i)    the reasons for extension of the work permit with the supporting documents \
(ii)  a replacement plan of the foreign worker with a local worker along with supporting documents \
(iii)  submit a plan with supporting documentation on how the foreign worker trained and developed the local worker as his successor last five years \
(iv) submit a duly approved training manual having the evaluation method of the training for local workers. \
(v)   the experience and qualification of the position for which a foreign worker is appointed \
(vi) the process and formalities with supporting documents observed in appointing the expatriate \
(vii)   the duly approved Service Regulation where provisions of appointing foreign workers are described clearly.  \
"
Rejected,Please hire from local sources
Rejected,"They want to change the designation to a lower position and reduce the salary (around 50%). Regarding the issue, they uploaded doc 4. Please see doc 4 and give your kind decision."
Rejected, In November 2020 (WPE-09Nov2020-00002 ) you were properly informed that salary has to be paid through the bank. The condition was not complied with and thus the application is rejected. 
Rejected, In November 2020 (WPE-09Nov2020-00002 ) you were properly informed that salary has to be paid through the bank. The condition was not complied with and thus the application is rejected. 
Rejected,"06 years  exceed on 30-Jul-2022 . After the previous shortfall, they have uploaded doc 13. kindly see the doc 13 and give your kind decision"
Rejected, 05 years  exceed on 29-Apr-2022.Uplaoded a request letter for the extension of the work permit. kindly see doc 13 and give your kind decision.
Rejected,"06 years will exceed on 30-Sep-2022. After the previous shortfall, they have uploaded doc 13. Kindly see the doc 13 and give your kind decision."
Rejected,5 years will exceed on 30-7-2021. Hence the application has been rejected.
Rejected, In November 2020 (WPE-09Nov2020-00002 ) you were properly informed that salary has to be paid through the bank. The condition was not complied with and thus the application is rejected. 
Rejected,In November 2020 (WPE-09Nov2020-00002 ) you were properly informed that salary has to be paid through the bank with immediate effect. But the condition was not implemented. Hence the application is rejected.
Rejected,Overstay is not allowed. Hence the application has been rejected
Rejected,"06 years  exceed on 21-Jul-2022. After the previous shortfall, they have uploaded doc 13. Kindly see the doc 13 and give your kind decision."
Rejected,"5 years already exceed, Explanation is not acceptable kindly hire a local employee.Hance the application has been rejected."
Rejected,5 years will exceed on 30-7-2021 as well as you did not pay salary through the bank. Hence the application has been rejected.
Rejected,5 years will exceed on 30-7-2021 as well as you did not pay salary through the bank. Hence the application has been rejected.
Rejected,Approved condition that if the expatriate comes to Bangladesh after 29-Jan-2023; you will be liable and you have to pay tax
Rejected,Repeat application; Hence rejected
Rejected,The work permit extension has been approved for the last time on the condition that further extension of the work permit will not be allowed. You must replace the expatriate with the local HR by this period. 
Rejected,"6 years already exceed on 25-Jan-2022, Uploaded doc 12 &13 for the extension of the work permit. Kindly see the docs 12 &13 and give your kid decision"
Rejected,"1. 05 (five) years already exceed 16.8.2021. Please replace by a local employee. \
2. did not upload the bank statement of the salary payment in favour of the investor/employee for the previous working period ( as proof that the salary paid to the employee by the Bank for the previous working \
period ) \
3. Hence the application is rejected. \
"
Rejected,5 years already exceed on 16-Aug-2021. Hence application has been rejected.
Rejected,A Visa recommendation is issued only for new employees. A work permit should be enough to extend a visa for an existing employee.
Rejected,"existing duration is not correct. Please revise properly. If you are not clear, kindly discuss over the phone and then resubmit the application"
Rejected,The desired effective date beyond the work permit duration. The work permit started on 13-Sep-2023 but the desired effective date is 01-Mar-2023 which is not acceptable. ( the desired effective date has to be any date from 13-Sep-2023 to 12-Sep-2024). Please revise properly and resubmit the correct application
Rejected,Applied for WP after more than 2 months of arrival in Bangladesh. Not acceptable.
Rejected,Cannot extend work permit without security clearance
Rejected,"Beyond the work permit, the expatriate overstayed for 4  months. Hance, the applciation has been rejected"
Rejected,The proposal for extension of the work permit is rejected because the tenure of the employment will exceed 05 years exceed on 23.10.2019. 
Rejected,"The proposal for extension of the work permit is rejected because :
(a) the tenure of the employment will exceed 05 years exceed on 30.6.2019; 
(b) Passport no. does not match the previous work permit."
Rejected,8 years will exceed on 12-Jan-2021. Please replace him.
Rejected,Explanation not satisfactory.
Rejected,"1. The cancellation of the previous work permit was issued with the remark that the expatriate has to leave Bangladesh on time as per the undertaking of the previous employer as well as the undertaking of Mr.Kamal Senarath Munasinghe But Mr.Kamal Senarath Munasinghe was working in Bangladesh up to 25.3.2022 (passport page 38). \
2. As because Mr.Kamal Senarath Munasinghe violate his commitment, So the application is rejected."
Rejected,1.The company representative has sent an email  to reject the application as they have decided not to extend the work permit and will apply for the cancellation 
Rejected,1.The company representative has sent an email  to reject the application as they have decided not to extend the work permit and will apply for the cancellation 
Rejected,The proposal for extension of the work permit has been rejected due to the tenure of the employment has already exceeded 05 years on 10.03.2020
Rejected,"1.The person is working in Bangladesh since April 2019. If the security clearance is not yet provided, we cannot extend it further."
Rejected,Please collect VISA from the Bangladesh embassy in china
Rejected,1.Five years of employment has been completed on 01.02.2020;you are suggested to replace this foreign employee by appointing local employee
Rejected,The proposal for opening of the branch office has been rejected for not submitting any agreement /work order by Bangladesh Government.
Rejected,"The nutritionist (Aqua Culture) has been working since 2017\
https://bidaquickserv.org/uploads/2023/08/BIDA_WPE_64ec6aea0f8ee3.58012794.pdf"
Rejected,"5 years will exceed on 25-Nov-2021, Uploaded a request letter for further extension."
Rejected,"7 years will exceed on 24-Jul-2022, Uploaded a request letter ( doc 12.) for the extension of the work permit. Maybe approved for 1 year for last time."
Rejected,Five years exceed 3-Mar-2023. Uploaded a request letter for the extension of the work permit. Maybe approved for 1 year
Rejected,Rejected due to incomplete and repeat application.
Rejected,1.As a liaison office the company should apply to the Commercial section of BIDA 
Rejected,1.Application for the cancellation after three years will not be accepted 
Rejected,The effective date of the first Work Permit is not correct.5 years will exceed 21.12.2021. Please hire local employees.
Rejected,5 years already exceed 07-Sep-2022 as well as did not follow the FERA act and its Guideline. Hence the application has been rejected.
Rejected,The latest tax clearance certificate or acknowledgment slip of the tax return has to be submitted.
Rejected,"OFI/HAL/INTL/MLS/02-21/Q-110260 Rev 01- 26.03.2021 LOA Date: 24-06-2021 referred letter does not constitute any agreement to engage in work as the spirit of the letters says.\
please explain how the ONGC has entered into this agreement and how workers from Oil Field Instrumentation (India) Pvt. Ltd. are engaged in the task. \
please also submit the consent of petrobangla of engaging these companies. "
Rejected,"The company has submitted an unverified and unauthentic document in attachment 13. Hence, the application may be rejected"
Rejected,The expatriate has been working in the liaison office since 2018. The application for an extension of the work permit will be scrutinized further. 
Rejected,8 years will exceed 12-Oct-2022. Uploaded a request letter for the extension of the work permit. Maybe approved for 1 year for the last time.
Rejected,"Ten (10) years will exceed 7.7.2021.\
\
In 2020; approval is given on the following conditions: The management will ensure the replacement of this expatriate with appropriate personnel having deep understanding in the BFRS, BAS This is the final time approval and in future, no application for the extension will be accepted; But they did not follow the advice.\
\
In 2019 also approved that further extension will not be allowed. they have to replace the post by Bangladesi But they did not follow the advice.\
\
Now they again applied for further extension and uploaded a request letter (doc 12).\
\
Please give the proper decision."
Rejected,"8 years will exceed on 12-Oct-2022 Kindly take necessary action to cancel the work permit and replace the post with local HR. \
"
Rejected,10 years will exceed on 7.7.2021. Cannot be extended anymore.
Rejected,The company has resubmitted an explanation in doc 13 regarding the necessity of further extension of the work permit; now the case is forwarded for kind decision
Rejected,"A. 7 years will exceed 08-Apr-2023 Kindly take the necessary action to cancel the work permit and replace the post with local HR. \
"
Rejected,7 years will exceed 12.10.2021. Uploaded a request letter for further extension.
Rejected,6 years will exceed 05-Feb-2023. Uploaded a request letter on doc 12 for the extension for one year
Rejected, Six years will exceed 08-Apr-2023. Uploaded a request letter for the extension of the work permit. Maybe approved for 1 year.
Rejected,9 years will exceed on 12-Oct-2023.Please replace by local employee
Rejected,10 years will exceed 10.7.2021.Please replace with local HR.
Rejected,"There was no decision taken by the Board of Directors for any change in the BIDA registration, therefore, the application for change can not be accepted. You may submit a fresh application with proper documents"
Rejected,"Because you hired the expatriate without completing the recruitment process properly, Hence the application has been rejected"
Rejected,"Because you hired the expatriate without completing the recruitment process properly, Hence the application has been rejected"
Rejected,"Because of the appointment letter and the job advertisement issued for the post of the Technician, So the application has been rejected  "
Rejected,NOC issued on 24. 10.2022. The deadline for the application is 28.10.2022. Its means you hired the expatriate without completing the recruitment process properly. Hence the application has been rejected
Rejected,NOC issued on 24. 10.2022. The deadline for the application is 28.10.2022. Its means you hired the expatriate without completing the recruitment process properly.Hence the application has been rejected
Rejected,5 years exceed on 09-Aug-2023. Please replace with a local employee.
Rejected,The proposal has been rejected for submitting documents of a different person.
Rejected,"Effective date, 27-Apr-2021 The expatriate still in Bangladesh, He should leave Bangladesh after submission of the Resignation letter. Hence, the application is rejected.\
He has to pay tax until the departure from Bangladesh"
Rejected,This company registered with BIDA as an industry. pls apply with all relevant documents with concerned wing.
Rejected,"Explanations are always uploaded by the employer, not by the employee"
Rejected,"6 years already exceed on 01-Oct-2021, Hence the application has been rejected."
Rejected,"6 years will exceed 25.10.2021. Please hire a local employee.\
"
Rejected,5 years will exceed 25 Jul 2023. Uplaoded a request letter for the extension of the work permit.Maybe approved for 6 months
